set_num,name,theme,subtheme,year,pieces_count,minifigs_count,minifigs,availability,retail_price_us,retail_price_uk,retail_price_ca,retail_price_eu,retail_price_au,ean,upc,released_date,retired_date,retired,current_value_new,current_value_used,current_value_used_low,current_value_used_high,forecast_value_new_2_years,forecast_value_new_5_years,rolling_growth_lastyear,rolling_growth_12months,currency,event_condition,event_date,event_value
4521221-1,Gold Chrome Plated C-3PO,Star Wars,Exclusive Minifigs,2007,1,1,sw0158,promotional,,,,,,,,10/1/2007,,TRUE,2327.53,1562.4,1280.46,2199.99,2476.83,2867.9,-2.32,0.01,EUR,used,2/3/2024,1736.29
5002122-1,TC-4,Star Wars,Exclusive Minifigs,2014,3,1,sw0546,retaillimited,4.99,4.99,,,,0746550492796,6.73419E+11,2/1/2014,3/1/2014,TRUE,20.59,12.32,12.07,14.78,23.78,28.47,3.45,3.57,EUR,used,2/3/2024,16.16
5004408-1,Rebel A-wing Pilot,Star Wars,Rebels,2016,5,1,sw0757,promotional,,,,,,,6.73419E+11,10/1/2016,,TRUE,7,4.97,4.88,7.24,9,11.96,6.11,2.76,EUR,used,2/3/2024,4.63
5006290-1,Yoda's Lightsaber,Star Wars,Promotional,2020,140,,,promotional,,,,,,,,9/16/2020,9/30/2020,TRUE,209.48,112.2,108.55,134.64,225.28,266.64,2.93,2.66,EUR,used,2/3/2024,74.76
55555-1,Millennium Falcon,Star Wars,Promotional,2017,20,,,promotional,,,,,,,,11/12/2017,11/18/2017,TRUE,9.68,4.4,4.31,5.28,10.59,11.92,5.09,3.93,EUR,used,2/3/2024,4.36
6252770-1,Leia Organa,Star Wars,,2018,18,,,promotional,,,,,,,6.06584E+11,6/1/2018,,TRUE,67.43,16.71,16.38,20.06,79.77,93.93,1.6,2.32,EUR,used,2/3/2024,2.9
6966-1,Jedi Starfighter,Star Wars,Episode III,2005,38,,,retail,4.99,,,,,4.51679E+12,6.73419E+11,,,TRUE,13.09,5.67,5.28,6.79,14.42,16.4,-4.34,2.91,EUR,used,2/3/2024,4.4
75176-1,Resistance Transport Pod,Star Wars,The Last Jedi,2017,294,3,"sw0661,sw0857,sw0858",retail,29.99,39.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,9/2/2017,4/1/2019,TRUE,31.8,17.59,15.84,21.11,35.09,39.93,-0.45,0.66,EUR,used,2/3/2024,17.6
75188-2,Resistance Bomber (Finch Dallow),Star Wars,The Last Jedi,2018,778,5,"sw0861,sw0862,sw0863,sw0864,sw0865,sw1005",retaillimited,99.99,99.99,,109.99,159.99,5.70202E+12,,5/1/2019,7/27/2019,TRUE,3301.97,970.53,951.11,1164.64,3746.44,4995.32,7.9,5.86,EUR,used,2/3/2024,968
75203-1,Hoth Medical Chamber,Star Wars,Episode V,2018,255,4,"sw0956,sw0957,sw0958,sw0959",retail,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,8/1/2018,9/7/2019,TRUE,60.33,39,38.17,46.81,72.39,90.19,4.64,1.36,EUR,used,2/3/2024,39.6
75204-1,Sandspeeder,Star Wars,,2018,278,2,"sw0881,sw0882",retaillimited,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,12/2/2017,4/14/2018,TRUE,61.86,43.12,35.2,51.74,72.39,87.94,2.48,4.61,EUR,used,2/3/2024,44
75205-1,Mos Eisley Cantina,Star Wars,Episode IV,2018,378,4,"sw0771,sw0893,sw0894,sw0898",retaillimited,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.73419E+11,1/1/2018,4/13/2018,TRUE,57.2,39.59,36.96,47.51,64.1,74.28,4.7,-0.09,EUR,used,2/3/2024,37.83
75214-1,Anakin's Jedi Starfighter,Star Wars,The Clone Wars,2018,247,2,"sw0527a,sw0939",retail,19.99,25.99,24.99,29.99,44.99,5.70202E+12,6.73419E+11,8/1/2018,8/10/2020,TRUE,70.4,35.2,31.53,42.24,81.82,94.92,2.94,3.15,EUR,used,2/3/2024,35.4
75239-1,Hoth Generator Attack,Star Wars,Episode V,2019,235,2,"sw1008,sw1009",retail,29.99,24.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,4/1/2019,5/1/2021,TRUE,29.29,12.31,12.06,15.42,31.71,35.28,0.95,1.58,EUR,used,2/3/2024,15.65
75254-1,AT-ST Raider,Star Wars,The Mandalorian,2019,540,4,"sw1057,sw1058,sw1059,sw1060",retail,49.99,49.99,69.99,59.99,99.99,5.70202E+12,6.73419E+11,10/4/2019,1/14/2022,TRUE,35.81,22,19.85,26.4,38.63,42.81,,,EUR,used,2/3/2024,25.41
75259-1,Snowspeeder – 20th Anniversary Edition,Star Wars,Episode V,2019,309,4,"sw0991,sw1025,sw1026,sw1027",retail,39.99,34.99,49.99,39.99,59.99,5.70202E+12,6.73419E+11,4/1/2019,12/16/2019,TRUE,122.19,87.9,79.6,105.49,150.1,182.09,1.47,1.43,EUR,used,2/3/2024,26.56
75261-1,Clone Scout Walker  – 20th Anniversary Edition,Star Wars,Episode III,2019,250,5,"sw0001c,sw1002,sw1028,sw1029,sw1030",retail,29.99,24.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,4/1/2019,4/15/2020,TRUE,86.6,54.56,48.4,65.47,106.63,129.59,-1.55,3.38,EUR,used,2/3/2024,52.32
75262-1,Imperial Dropship  – 20th Anniversary Edition,Star Wars,Legends,2019,125,5,"sw0997b,sw1031,sw1032",retail,19.99,19.99,24.99,19.99,29.99,5.70202E+12,6.73419E+11,4/1/2019,12/11/2019,TRUE,37.83,32.01,29.26,38.42,48.28,63.7,1.6,1.75,EUR,used,2/3/2024,35.2
75286-1,General Grievous's Starfighter,Star Wars,Episode III,2020,487,3,"sw0515,sw1082,sw1100",retail,79.99,74.99,109.99,84.99,109.99,5.70202E+12,6.73419E+11,8/1/2020,3/23/2022,TRUE,176,108.24,96.8,129.89,199.54,249.78,4.15,3.56,EUR,used,2/3/2024,43.08
75293-1,Resistance I-TS Transport,Star Wars,Galaxy's Edge,2020,932,4,"sw1108,sw1109,sw1110,sw1111",retail,99.99,89.99,139.99,97.47,159.99,5.70202E+12,6.73419E+11,7/24/2020,2/10/2022,TRUE,123.13,93.54,90.16,112.24,136.6,156.48,3.17,2.02,EUR,used,2/3/2024,97.12
75294-1,Bespin Duel,Star Wars,Episode V,2020,295,2,"sw0971,sw1112",retaillimited,39.99,34.99,49.99,39.99,59.99,,6.73419E+11,8/27/2020,8/27/2020,TRUE,133.25,110,105.85,132,151.17,189.42,0.22,0.39,EUR,used,2/3/2024,116.75
75512-1,San Diego Comic-Con Millennium Falcon Cockpit,Star Wars,Comic-Con,2018,203,2,"sw0921,sw0922",exclusive,39.99,,,,,,6.73419E+11,7/19/2018,7/19/2018,TRUE,391.6,79.2,77.62,95.04,472.2,564.57,2.39,0.53,EUR,used,2/3/2024,55.45
75525-1,Baze Malbus,Star Wars,Buildable Figures,2017,148,,,retail,24.99,19.99,29.99,24.99,44.99,,6.73419E+11,2/17/2017,4/4/2018,TRUE,21.1,10.82,9.09,16.2,21.84,22.96,2.03,2.38,EUR,used,2/3/2024,10.56
75536-1,Range Trooper,Star Wars,Buildable Figures,2018,101,,,retail,24.99,25.99,29.99,29.99,44.99,5.70202E+12,6.73419E+11,4/14/2018,12/13/2018,TRUE,66.4,30.62,28.03,36.75,77.62,90.47,1.86,2.17,EUR,used,2/3/2024,37.56
911612-1,Acklay,Star Wars,Magazine Gifts,2016,49,,,promotional,,,,,,,,,,TRUE,4.54,3.77,3.7,9.57,4.62,4.83,-3.88,-0.12,EUR,used,2/3/2024,4.54
911616-1,MTT,Star Wars,Magazine Gifts,2016,45,,,promotional,,,,,,,,11/1/2016,,TRUE,3.95,2.89,2.69,3.47,4.13,4.58,0.29,5.08,EUR,used,2/3/2024,4.15
911617-1,Palpatine's Shuttle,Star Wars,Magazine Gifts,2016,37,,,promotional,,,,,,,,11/1/2006,,TRUE,4.36,2.75,2.68,3.29,4.59,5.21,3.22,0.22,EUR,used,2/3/2024,2.71
911618-1,Flash Speeder,Star Wars,Magazine Gifts,2016,43,,,promotional,,,,,,,,12/1/2016,,TRUE,4.48,2.81,2.75,3.37,4.61,4.95,-2.84,4.01,EUR,used,2/3/2024,1.62
911722-1,TIE Advanced,Star Wars,Magazine Gifts,2017,26,,,promotional,,,,,,,,5/1/2017,,TRUE,4.22,3.08,3.02,3.7,4.35,4.69,0.62,0.41,EUR,used,2/3/2024,1.94
911726-1,Imperial Snowtrooper,Star Wars,Magazine Gifts,2017,1,1,sw0764b,promotional,,,,,,,,9/1/2017,,TRUE,5.71,3.45,3.37,4.14,6.34,7.28,1.33,3.23,EUR,used,2/3/2024,3.45
911727-1,Rey's Speeder,Star Wars,Magazine Gifts,2017,35,,,promotional,,,,,,,,10/1/2017,,TRUE,3.65,1.92,1.88,2.33,3.98,4.45,1.28,1.86,EUR,used,2/3/2024,1.92
911729-1,Droid Gunship,Star Wars,Magazine Gifts,2017,25,,,promotional,,,,,,,,11/1/2017,12/1/2017,TRUE,4.53,0.99,0.97,2.45,4.78,5.13,3.71,2.92,EUR,used,2/3/2024,2.38
911831-1,Kylo Ren's shuttle,Star Wars,Magazine Gifts,2017,21,,,promotional,,,,,,,,2/1/2018,,TRUE,2.63,1.91,1.87,2.29,2.83,3.1,0.23,1.7,EUR,used,2/3/2024,1.97
911842-1,Star Destroyer,Star Wars,Magazine Gifts,2018,35,,,promotional,,,,,,,,1/1/2019,,TRUE,4.88,3.52,3.45,4.22,5.26,5.82,5.29,-4.85,EUR,used,2/3/2024,2.01
911943-1,Luke Skywalker,Star Wars,Magazine Gifts,2019,6,1,sw0778,promotional,,,,,,,,2/1/2020,,TRUE,7.35,4.4,4.31,5.28,8.58,10.39,2.35,1.43,EUR,used,2/3/2024,2.82
911946-1,U-Wing,Star Wars,Magazine Gifts,2019,37,,,promotional,,,,,,,,4/4/2019,5/8/2019,TRUE,3.78,2.38,2.34,2.87,4.32,5.11,-6.14,-0.45,EUR,used,2/3/2024,2.53
911950-1,B-Wing,Star Wars,Magazine Gifts,2019,52,,,promotional,,,,,,,,7/27/2019,,TRUE,4.2,1.3,1.28,5.68,4.77,5.61,4.77,-2.23,EUR,used,2/3/2024,2.92
912058-1,Sith Infiltrator,Star Wars,Magazine Gifts,2020,34,,,promotional,,,,,,,,5/1/2020,,TRUE,4.47,3.44,3.38,4.79,4.58,4.86,-5.12,1.74,EUR,used,2/3/2024,4.37
912060-1,A-Wing,Star Wars,Magazine Gifts,2020,44,,,promotional,,,,,,,,5/20/2020,7/1/2020,TRUE,3.68,1.92,1.76,2.86,3.85,4.33,7.89,2.12,EUR,used,2/3/2024,1.96
912062-1,Stormtrooper,Star Wars,Magazine Gifts,2020,5,1,sw0997b,promotional,,,,,,,,9/1/2020,10/1/2020,TRUE,7.27,5.49,4.96,6.59,8.05,9.2,3.02,3.23,EUR,used,2/3/2024,5.49
912066-1,Jedi Interceptor,Star Wars,Magazine Gifts,2020,33,,,promotional,,,,,,,,,,TRUE,4.08,3.08,2.38,3.7,4.58,5.33,2.7,1.58,EUR,used,2/3/2024,2.46
912170-1,V-wing,Star Wars,Magazine Gifts,2021,45,,,promotional,,,,,,,,,,TRUE,3.77,2.38,2.33,2.85,4.23,4.92,-0.85,1.76,EUR,used,2/3/2024,2.46
CELEBV-1,Fan Celebration V CubeDude The Bounty Hunter Edition,Promotional,Cube Dudes,2010,496,,,exclusive,74.99,,,,,,,8/12/2010,8/15/2010,TRUE,271.92,181.71,178.08,218.05,307.54,360.12,1.04,-1.97,EUR,used,2/3/2024,164.27
30057-1,Anakin's Pod Racer,Star Wars,Episode I,2012,38,,,retail,4.99,4.99,,,,0885868774436,6.73419E+11,1/1/2012,2/1/2012,TRUE,12.48,4.45,3.93,5.39,12.98,14.31,-1.03,0.74,EUR,used,2/4/2024,5.28
30059-1,MTT,Star Wars,The Clone Wars,2012,51,,,retaillimited,4.99,,,,,5.70201E+12,6.73419E+11,11/1/2012,12/31/2012,TRUE,12.09,4.4,3.4,5.28,13.37,15.26,-2.31,2.94,EUR,used,2/4/2024,6.35
30242-1,Republic Frigate,Star Wars,The Clone Wars,2013,45,,,promotional,,,,,,0799665037093,6.73419E+11,3/1/2013,3/15/2013,TRUE,15.93,7.22,6.51,8.67,18.36,21.96,2.84,3.83,EUR,used,2/4/2024,7.43
30276-1,First Order Special Forces TIE Fighter,Star Wars,The Force Awakens,2015,41,,,retaillimited,3.99,,,,,5.70202E+12,6.73419E+11,12/1/2015,,TRUE,7.08,3.19,2.55,3.84,7.96,9.28,10.27,0.77,EUR,used,2/4/2024,3.45
30279-1,Kylo Ren's Command Shuttle,Star Wars,The Force Awakens,2016,43,,,promotional,,,,,,5.70202E+12,6.73419E+11,7/15/2016,10/1/2016,TRUE,6.41,2.64,1.76,3.17,7.03,7.96,1.94,4.58,EUR,used,2/4/2024,2.07
30602-1,First Order Stormtrooper,Star Wars,The Force Awakens,2016,7,1,sw0722,promotional,,,,,,5.70202E+12,6.73419E+11,5/1/2016,5/4/2016,TRUE,13.58,8.07,7.04,11.16,15.32,17.88,4.4,2.07,EUR,used,2/4/2024,8.38
5001621-1,Han Solo Hoth,Star Wars,Exclusive Minifigs,2013,5,1,sw0466,promotional,,,,,,,6.73419E+11,5/4/2013,5/5/2013,TRUE,10.33,8.1,6.31,9.71,11.67,13.65,4.33,1.73,EUR,used,2/4/2024,5.28
5002947-1,Admiral Yularen,Star Wars,Episode IV,2015,4,1,sw0633,promotional,,,,,,,6.73419E+11,5/2/2015,5/4/2015,TRUE,61.6,61.12,56.31,73.33,69.33,80.72,0.75,1.63,EUR,used,2/4/2024,43.69
5004406-1,First Order General,Star Wars,The Force Awakens,2016,4,1,sw0715,promotional,,,,,,0769294190322,7.69294E+11,4/28/2016,,TRUE,5.38,4.18,4.1,5.02,6.44,8.01,2.8,3.03,EUR,used,2/4/2024,2.87
66512-1,Rebels Super Pack,Star Wars,Value Packs,2014,1163,6,,retaillimited,109.99,99.99,129.99,99.99,159.99,0658109694028,6.73419E+11,7/1/2014,,TRUE,1409.28,351.98,334.37,422.38,1491.05,1705.23,-2.56,-1.29,EUR,used,2/4/2024,439.99
66533-1,Microfighter 3 in 1 Super Pack,Star Wars,Value Packs,2015,276,3,,retaillimited,39.99,34.99,49.99,49.99,,,6.73419E+11,,,TRUE,84.62,48.39,47.42,58.07,96.89,115.01,3.34,1.9,EUR,used,2/4/2024,46.45
66535-1,Obi-Wan Kenobi vs. General Grievous Battle Pack,Star Wars,Value Packs,2015,83,,,retaillimited,39.99,34.99,49.99,49.99,,,6.73419E+11,,,TRUE,181.98,116.61,114.28,1591.65,214.7,263,3.27,2.26,EUR,used,2/4/2024,57.09
75086-1,Battle Droid Troop Carrier,Star Wars,Episode I,2015,565,15,"sw0001c,sw0300,sw0628",retail,39.99,39.99,49.99,49.99,69.99,5.70202E+12,6.98888E+11,1/1/2015,11/28/2016,TRUE,163.3,83.6,74.8,100.32,190.74,231.26,-0.91,1.14,EUR,used,2/4/2024,78.85
75102-1,Poe's X-wing Fighter,Star Wars,The Force Awakens,2015,717,4,"sw0658,sw0659,sw0660,sw0661",retail,79.99,69.99,99.99,89.99,129.99,5.70202E+12,6.73419E+11,9/5/2015,7/5/2018,TRUE,132,54.05,52.07,64.86,147.01,169.17,0.83,1.48,EUR,used,2/4/2024,59.84
911608-1,Landspeeder,Star Wars,Magazine Gifts,2016,37,,,promotional,,,,,,,,,,TRUE,4.29,2.46,2.4,2.95,4.86,5.69,8.55,-1.08,EUR,used,2/4/2024,2.9
911609-1,Naboo Starfighter,Star Wars,Magazine Gifts,2016,34,,,promotional,,,,,,,,3/1/2016,,TRUE,6.12,2.63,1.96,3.28,6.85,7.91,2.74,6.14,EUR,used,2/4/2024,2.46
30277-1,First Order Star Destroyer,Star Wars,The Force Awakens,2016,56,,,promotional,,,,,,,6.73419E+11,7/1/2016,10/1/2016,TRUE,8.8,3.95,3.49,4.74,9.79,11.26,6.93,6.81,EUR,used,2/10/2024,3.07
30380-1,Kylo Ren's Shuttle,Star Wars,The Last Jedi,2018,33,,,promotional,,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.15,1.76,1.72,2.29,7.15,8.31,4.81,0.19,EUR,used,2/10/2024,1.76
30381-1,Imperial TIE Fighter,Star Wars,Solo,2018,42,,,retail,3.99,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.79,3.92,2.46,5.9,10.9,14.03,10.74,1.7,EUR,used,2/10/2024,2.49
30383-1,Naboo Starfighter,Star Wars,Episode I,2019,48,,,promotional,,,,,,5.70202E+12,6.73419E+11,,,TRUE,8.8,3.96,3.52,4.84,10.54,13.12,3.87,5.94,EUR,used,2/10/2024,2.83
30386-1,Poe Dameron's X-wing Fighter,Star Wars,The Rise of Skywalker,2020,72,,,retaillimited,4.97,3.49,4.99,3.99,9.99,5.70202E+12,6.73419E+11,5/1/2021,,TRUE,8.96,3.68,3.52,4.42,10.74,13.37,2.1,3.91,EUR,used,2/10/2024,3.52
30388-1,Imperial Shuttle,Star Wars,Episode VI,2021,85,,,retail,4.99,4.99,4.99,4.99,4.99,5.70202E+12,6.73419E+11,9/1/2021,,TRUE,8.76,3.52,3.29,4.4,11.02,14.35,6.93,2.53,EUR,used,2/10/2024,3.45
30461-1,Podracer,Star Wars,Episode I,2019,58,,,promotional,,,,,,,,,,TRUE,8.71,3.52,3.08,4.22,9.75,11.95,1.52,3.93,EUR,used,2/10/2024,4.02
30497-1,First Order Heavy Assault Walker,Star Wars,The Last Jedi,2017,54,,,retaillimited,3.99,,,,,5.70202E+12,6.73419E+11,9/1/2017,9/3/2017,TRUE,7.61,3.19,2.64,3.92,8.75,10.41,7.39,3.94,EUR,used,2/10/2024,2.73
30498-1,Imperial AT-Hauler,Star Wars,,2018,49,,,exclusive,2.79,,,,,5.70202E+12,6.73419E+11,,,TRUE,6.34,1.83,1.28,2.39,7.5,9.22,7.73,3.36,EUR,used,2/10/2024,2.03
30611-1,R2-D2,Star Wars,Promotional,2017,70,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/14/2017,5/7/2017,TRUE,22.09,18.88,14.86,22.66,24.6,28.32,3.14,0.48,EUR,used,2/10/2024,18.75
30654-1,X-wing Starfighter,Star Wars,Episode VI,2023,87,,,retaillimited,4.99,3.99,5.99,3.99,5.99,,6.73419E+11,1/1/2023,6/1/2023,TRUE,9.92,2.64,2.47,3.72,11.91,14.19,3.4,3.34,EUR,used,2/10/2024,3.52
3219-1,Mini TIE Fighter,Star Wars,Mini Building Set,2002,12,,,promotional,,,,,,5.70201E+12,7.83329E+11,,,TRUE,8.95,2.7,2.6,3.24,9.97,11.19,7.31,2.34,EUR,used,2/10/2024,4.07
3343-1,2 Battle Droids and Command Officer,Star Wars,Exclusive Minifigs,2000,30,3,"sw0001a,sw0048",exclusive,4.99,3.99,,,,,042884033439,,,TRUE,70.77,30.79,29.89,36.95,82.13,95.66,1.08,2.05,EUR,used,2/10/2024,31.35
40176-1,Scarif Stormtrooper,Star Wars,Rogue One,2017,25,1,sw0850,promotional,,,,,,,6.73419E+11,9/1/2017,9/3/2017,TRUE,36.67,23.22,21.67,28.74,46.5,61.02,-1.76,0.11,EUR,used,2/10/2024,14.54
40268-1,R3-M2,Star Wars,Rogue One,2017,21,1,sw0825,promotional,,,,,,0637769179496,6.73419E+11,10/1/2017,,TRUE,13.49,6.52,4.66,10.05,18.65,26.25,7.31,-0.08,EUR,used,2/10/2024,5.09
40288-1,BB-8,Star Wars,Promotional,2018,48,,,promotional,,,,,,5.70202E+12,6.73419E+11,5/4/2018,5/4/2018,TRUE,17.6,9.44,9.08,13.99,19.57,22.49,2.99,1.15,EUR,used,2/10/2024,9.47
40299-1,Kessel Mine Worker,Star Wars,Solo,2018,22,1,sw0935,promotional,,,,,,7.07297E+11,7.07297E+11,10/1/2018,10/18/2018,TRUE,20.28,16.28,14.96,19.54,22.69,26.22,5.26,2.08,EUR,used,2/10/2024,6.31
40362-1,Battle of Endor,Star Wars,Promotional,2019,197,,,promotional,,,,,,5.70202E+12,6.73419E+11,10/4/2019,10/6/2019,TRUE,37.67,31.64,28.31,37.97,43.43,51.91,3.39,-1.67,EUR,used,2/10/2024,29.57
40483-1,Luke Skywalker's Lightsaber,Star Wars,Promotional,2021,173,,,promotional,,,,,,,6.73419E+11,11/26/2021,11/29/2021,TRUE,142.08,80.49,78.88,96.59,164.93,191.11,4.86,1.64,EUR,used,2/10/2024,115.47
40531-1,Lars Family Homestead Kitchen,Star Wars,Promotional,2022,195,1,sw1208,promotional,,,,,,,6.73419E+11,5/1/2022,5/8/2022,TRUE,26.2,20.66,19.52,41.2,29.97,38.04,3.42,-0.58,EUR,used,2/10/2024,26.4
5002122-1,TC-4,Star Wars,Exclusive Minifigs,2014,3,1,sw0546,retaillimited,4.99,4.99,,,,0746550492796,6.73419E+11,2/1/2014,3/1/2014,TRUE,20.59,12.32,12.07,14.78,23.78,28.47,3.45,3.57,EUR,used,2/10/2024,16.16
5004408-1,Rebel A-wing Pilot,Star Wars,Rebels,2016,5,1,sw0757,promotional,,,,,,,6.73419E+11,10/1/2016,,TRUE,7,4.97,4.88,7.24,9,11.96,6.11,2.76,EUR,used,2/10/2024,4.63
5006290-1,Yoda's Lightsaber,Star Wars,Promotional,2020,140,,,promotional,,,,,,,,9/16/2020,9/30/2020,TRUE,209.48,112.2,108.55,134.64,225.28,266.64,2.93,2.66,EUR,used,2/10/2024,74.76
55555-1,Millennium Falcon,Star Wars,Promotional,2017,20,,,promotional,,,,,,,,11/12/2017,11/18/2017,TRUE,9.68,4.4,4.31,5.28,10.59,11.92,5.09,3.93,EUR,used,2/10/2024,4.29
6252770-1,Leia Organa,Star Wars,,2018,18,,,promotional,,,,,,,6.06584E+11,6/1/2018,,TRUE,67.43,16.71,16.38,20.06,79.77,93.93,1.6,2.32,EUR,used,2/10/2024,2.9
75176-1,Resistance Transport Pod,Star Wars,The Last Jedi,2017,294,3,"sw0661,sw0857,sw0858",retail,29.99,39.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,9/2/2017,4/1/2019,TRUE,31.8,17.59,15.84,21.11,35.09,39.93,-0.45,0.66,EUR,used,2/10/2024,17.59
75188-2,Resistance Bomber (Finch Dallow),Star Wars,The Last Jedi,2018,778,5,"sw0861,sw0862,sw0863,sw0864,sw0865,sw1005",retaillimited,99.99,99.99,,109.99,159.99,5.70202E+12,,5/1/2019,7/27/2019,TRUE,3301.97,970.53,951.11,1164.64,3746.44,4995.32,7.9,5.86,EUR,used,2/10/2024,968
75203-1,Hoth Medical Chamber,Star Wars,Episode V,2018,255,4,"sw0956,sw0957,sw0958,sw0959",retail,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,8/1/2018,9/7/2019,TRUE,60.33,39,38.17,46.81,72.39,90.19,4.64,1.36,EUR,used,2/10/2024,39.6
75204-1,Sandspeeder,Star Wars,,2018,278,2,"sw0881,sw0882",retaillimited,29.99,34.99,39.99,39.99,59.99,5.70202E+12,6.73419E+11,12/2/2017,4/14/2018,TRUE,61.86,43.12,35.2,51.74,72.39,87.94,2.48,4.61,EUR,used,2/10/2024,44
75205-1,Mos Eisley Cantina,Star Wars,Episode IV,2018,378,4,"sw0771,sw0893,sw0894,sw0898",retaillimited,39.99,44.99,49.99,49.99,69.99,5.70202E+12,6.73419E+11,1/1/2018,4/13/2018,TRUE,57.2,39.59,36.96,47.51,64.1,74.28,4.7,-0.09,EUR,used,2/10/2024,37.6
75214-1,Anakin's Jedi Starfighter,Star Wars,The Clone Wars,2018,247,2,"sw0527a,sw0939",retail,19.99,25.99,24.99,29.99,44.99,5.70202E+12,6.73419E+11,8/1/2018,8/10/2020,TRUE,70.4,35.2,31.53,42.24,81.82,94.92,2.94,3.15,EUR,used,2/10/2024,35.2
75239-1,Hoth Generator Attack,Star Wars,Episode V,2019,235,2,"sw1008,sw1009",retail,29.99,24.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,4/1/2019,5/1/2021,TRUE,29.29,12.31,12.06,15.42,31.71,35.28,0.95,1.58,EUR,used,2/10/2024,15.65
75243-1,Slave I – 20th Anniversary Edition,Star Wars,Episode V,2019,1007,6,"sw0711,sw0830,sw0978,sw1020,sw1021,sw1022",retail,119.99,109.99,159.99,119.99,199.99,5.70202E+12,6.73419E+11,4/1/2019,11/28/2020,TRUE,167.2,158.39,137.68,190.07,199.66,247.59,4.53,-0.01,EUR,used,2/10/2024,158.4
75246-1,Death Star Cannon,Star Wars,Episode IV,2019,159,2,"sw1045,sw1046",retail,19.99,17.99,24.99,19.99,29.99,5.70202E+12,7.69294E+11,10/4/2019,12/10/2021,TRUE,19.48,15.84,13.11,19.01,21.1,23.49,3.46,2.01,EUR,used,2/10/2024,14.9
75254-1,AT-ST Raider,Star Wars,The Mandalorian,2019,540,4,"sw1057,sw1058,sw1059,sw1060",retail,49.99,49.99,69.99,59.99,99.99,5.70202E+12,6.73419E+11,10/4/2019,1/14/2022,TRUE,35.81,22,19.85,26.4,38.63,42.81,,,EUR,used,2/10/2024,24.13
75259-1,Snowspeeder – 20th Anniversary Edition,Star Wars,Episode V,2019,309,4,"sw0991,sw1025,sw1026,sw1027",retail,39.99,34.99,49.99,39.99,59.99,5.70202E+12,6.73419E+11,4/1/2019,12/16/2019,TRUE,122.19,87.9,79.6,105.49,150.1,182.09,1.47,1.43,EUR,used,2/10/2024,26.56
75261-1,Clone Scout Walker  – 20th Anniversary Edition,Star Wars,Episode III,2019,250,5,"sw0001c,sw1002,sw1028,sw1029,sw1030",retail,29.99,24.99,39.99,29.99,44.99,5.70202E+12,6.73419E+11,4/1/2019,4/15/2020,TRUE,86.6,54.56,48.4,65.47,106.63,129.59,-1.55,3.38,EUR,used,2/10/2024,52.32
75262-1,Imperial Dropship  – 20th Anniversary Edition,Star Wars,Legends,2019,125,5,"sw0997b,sw1031,sw1032",retail,19.99,19.99,24.99,19.99,29.99,5.70202E+12,6.73419E+11,4/1/2019,12/11/2019,TRUE,37.83,32.01,29.26,38.42,48.28,63.7,1.6,1.75,EUR,used,2/10/2024,35.2
75286-1,General Grievous's Starfighter,Star Wars,Episode III,2020,487,3,"sw0515,sw1082,sw1100",retail,79.99,74.99,109.99,84.99,109.99,5.70202E+12,6.73419E+11,8/1/2020,3/23/2022,TRUE,176,108.24,96.8,129.89,199.54,249.78,4.15,3.56,EUR,used,2/10/2024,43.08
75291-1,Death Star Final Duel,Star Wars,Episode VI,2020,775,5,"sw0521b,sw0635,sw1106,sw1107",retail,99.99,89.99,139.99,97.47,169.99,5.70202E+12,6.73419E+11,8/1/2020,11/1/2021,TRUE,114.14,79.2,77.62,95.04,129.39,151.88,2.5,0.22,EUR,used,2/10/2024,79.2
75293-1,Resistance I-TS Transport,Star Wars,Galaxy's Edge,2020,932,4,"sw1108,sw1109,sw1110,sw1111",retail,99.99,89.99,139.99,97.47,159.99,5.70202E+12,6.73419E+11,7/24/2020,2/10/2022,TRUE,123.13,93.54,90.16,112.24,136.6,156.48,3.17,2.02,EUR,used,2/10/2024,97.12
75310-1,Duel on Mandalore,Star Wars,The Clone Wars,2021,147,2,"sw1096,sw1155",retail,19.99,17.99,24.99,19.99,32.99,5.70202E+12,6.73419E+11,8/1/2021,12/1/2022,TRUE,23.26,17.6,15.31,22,27.87,34.69,1.85,-0.26,EUR,used,2/10/2024,17.59
75311-1,Imperial Armoured Marauder,Star Wars,The Mandalorian,2021,478,4,"sw1156,sw1157,sw1167,sw1168",retail,39.99,34.99,49.99,39.99,59.99,5.70202E+12,6.73419E+11,8/1/2021,12/1/2022,TRUE,40.2,28.16,26.4,33.79,45.75,53.95,1.01,1.03,EUR,used,2/10/2024,31.68
